Time [s],Packet ID,MOSI,MISO
9.1453055000,2002,0x3F,
9.1455610000,2002,0xCF,
9.1458410000,2002,0x06,
9.1461700000,2002,0x4F,
9.1464100000,2002,0x44,
9.1466395000,2002,0x17,
9.1469815000,2003,0x11,
9.1472975000,2004,0x3F,
9.1475530000,2004,0xCF,
9.1478330000,2004,0x06,
9.1480830000,2004,0x4F,
9.1483230000,2004,0x44,
9.1485525000,2004,0x17,
9.1488620000,2005,0x12,
9.1491785000,2006,0x3F,
9.1494340000,2006,0xCF,
9.1497460000,2006,0x06,
9.1499955000,2006,0x4F,
9.1502360000,2006,0x44,
9.1504330000,2006,0x17,
9.1507740000,2007,0x13,
9.1512945000,2008,0x3F,
9.1515490000,2008,0xCF,
9.1518295000,2008,0x06,
9.1520785000,2008,0x4F,
9.1523190000,2008,0x44,
9.1525485000,2008,0x17,
9.1528575000,2009,0x14,
9.1531745000,2010,0x3F,
9.1534295000,2010,0xCF,
9.1537100000,2010,0x06,
9.1539595000,2010,0x4F,
9.1541995000,2010,0x44,
9.1544290000,2010,0x17,
9.1547710000,2011,0x15,
9.1550890000,2012,0x3F,
9.1553445000,2012,0xCF,
9.1556245000,2012,0x06,
9.1558745000,2012,0x4F,
9.1561940000,2012,0x44,
9.1564230000,2012,0x17,
9.1567650000,2013,0x00,
9.1570785000,2014,0x3F,
9.1573335000,2014,0xBF,
9.1576155000,2014,0x3F,
9.1578675000,2014,0x3F,
9.1581075000,2014,0x04,
9.1583355000,2014,0x07,
9.1586440000,2015,0x01,
9.1589590000,2016,0x3F,
9.1592145000,2016,0xBF,
9.1595285000,2016,0x3F,
9.1597800000,2016,0x3F,
9.1600200000,2016,0x04,
9.1602155000,2016,0x07,
9.1605565000,2017,0x02,
9.1608715000,2018,0x3F,
9.1613275000,2018,0xBF,
9.1616085000,2018,0x3F,
9.1618610000,2018,0x3F,
9.1621010000,2018,0x04,
9.1623290000,2018,0x07,
9.1626370000,2019,0x03,
9.1629530000,2020,0x3F,
9.1632085000,2020,0xBF,
9.1635230000,2020,0x3F,
9.1637745000,2020,0x3F,
9.1639820000,2020,0x04,
9.1642095000,2020,0x07,
9.1645510000,2021,0x04,
9.1648655000,2022,0x3F,
9.1651210000,2022,0xBF,
9.1654025000,2022,0x3F,
9.1656550000,2022,0x3F,
9.1658950000,2022,0x04,
9.1662010000,2022,0x07,
9.1665285000,2023,0x05,
9.1667200000,2023,0xA0,
9.1669790000,2024,0xFF,
9.1672230000,2025,0xFF,
9.1675450000,2025,0xFF,
9.2653365000,2025,0xFC,
9.2655855000,2025,0xE6,
9.2658755000,2025,0xDA,
9.2662040000,2025,0xFD,
9.2664945000,2025,0x00,
9.2667385000,2025,0x00,
9.2670635000,2025,0xFE,
9.2673175000,2025,0xFD,
9.2676110000,2025,0xE6,
9.2678600000,2025,0x00,
9.2681450000,2025,0x00,
9.2683920000,2025,0x00,
9.2686135000,2025,0x20,
9.2689900000,2026,0x10,
9.2693460000,2027,0x3F,
9.2696010000,2027,0xCF,
9.2698890000,2027,0x06,
9.2701385000,2027,0x4F,
9.2703785000,2027,0x44,
9.2706080000,2027,0x17,
9.2709175000,2028,0x11,
9.2714440000,2029,0x3F,
9.2716995000,2029,0xCF,
9.2719875000,2029,0x06,
9.2722375000,2029,0x4F,
9.2724775000,2029,0x44,
9.2727070000,2029,0x17,
9.2730165000,2030,0x12,
9.2733730000,2031,0x3F,
9.2736280000,2031,0xCF,
9.2739165000,2031,0x06,
9.2741660000,2031,0x4F,
9.2744065000,2031,0x44,
9.2746360000,2031,0x17,
9.2749455000,2032,0x13,
9.2752715000,2033,0x3F,
9.2755270000,2033,0xCF,
9.2758475000,2033,0x06,
9.2760975000,2033,0x4F,
9.2764165000,2033,0x44,
9.2766460000,2033,0x17,
9.2769555000,2034,0x14,
9.2772800000,2035,0x3F,
9.2775355000,2035,0xCF,
9.2778560000,2035,0x06,
9.2781060000,2035,0x4F,
9.2783460000,2035,0x44,
9.2785755000,2035,0x17,
9.2788850000,2036,0x15,
9.2792105000,2037,0x3F,
9.2794655000,2037,0xCF,
9.2797540000,2037,0x06,
9.2800035000,2037,0x4F,
9.2802440000,2037,0x44,
9.2804735000,2037,0x17,
9.2807830000,2038,0x00,
9.2813390000,2039,0x3F,
9.2815945000,2039,0xBF,
9.2818845000,2039,0x3F,
9.2821360000,2039,0x3F,
9.2823765000,2039,0x04,
9.2826040000,2039,0x07,
9.2829125000,2040,0x01,
9.2832355000,2041,0x3F,
9.2834910000,2041,0xBF,
9.2837805000,2041,0x3F,
9.2840330000,2041,0x3F,
9.2842730000,2041,0x04,
9.2845010000,2041,0x07,
9.2848420000,2042,0x02,
9.2851650000,2043,0x3F,
9.2854205000,2043,0xBF,
9.2857105000,2043,0x3F,
9.2859625000,2043,0x3F,
9.2862805000,2043,0x04,
9.2865085000,2043,0x07,
9.2868490000,2044,0x03,
9.2871740000,2045,0x3F,
9.2874290000,2045,0xBF,
9.2877190000,2045,0x3F,
9.2879710000,2045,0x3F,
9.2882110000,2045,0x04,
9.2884390000,2045,0x07,
9.2887475000,2046,0x04,
9.2891025000,2047,0x3F,
9.2893575000,2047,0xBF,
9.2896470000,2047,0x3F,
9.2898990000,2047,0x3F,
9.2901395000,2047,0x04,
9.2903670000,2047,0x07,
9.2906630000,2048,0x05,
9.2908865000,2048,0xA0,
9.2913775000,2049,0xFF,
9.2916225000,2050,0xFF,
9.2919115000,2050,0xFF,
9.3643615000,2050,0xFC,
9.3646105000,2050,0xE6,
9.3649005000,2050,0xDA,
9.3651500000,2050,0xFD,
9.3654410000,2050,0x00,
9.3656850000,2050,0x00,
9.3659780000,2050,0xFE,
9.3663435000,2050,0xFD,
9.3666360000,2050,0xE6,
9.3668845000,2050,0x00,
9.3671695000,2050,0x00,
9.3674165000,2050,0x00,
9.3676380000,2050,0x20,
9.3680150000,2051,0x10,
9.3683705000,2052,0x3F,
9.3686260000,2052,0xCF,
9.3689140000,2052,0x06,
9.3691640000,2052,0x4F,
9.3694040000,2052,0x44,
9.3696335000,2052,0x17,
9.3699430000,2053,0x11,
9.3702675000,2054,0x3F,
9.3705230000,2054,0xCF,
9.3708430000,2054,0x06,
9.3710925000,2054,0x4F,
9.3715020000,2054,0x44,
9.3717315000,2054,0x17,
9.3720740000,2055,0x12,
9.3723985000,2056,0x3F,
9.3726535000,2056,0xCF,
9.3729420000,2056,0x06,
9.3731915000,2056,0x4F,
9.3734315000,2056,0x44,
9.3736610000,2056,0x17,
9.3739710000,2057,0x13,
9.3743295000,2058,0x3F,
9.3745845000,2058,0xCF,
9.3748725000,2058,0x06,
9.3751220000,2058,0x4F,
9.3753625000,2058,0x44,
9.3755920000,2058,0x17,
9.3759015000,2059,0x14,
9.3763380000,2060,0x3F,
9.3765930000,2060,0xCF,
9.3768815000,2060,0x06,
9.3771305000,2060,0x4F,
9.3773710000,2060,0x44,
9.3776005000,2060,0x17,
9.3779100000,2061,0x15,
9.3782355000,2062,0x3F,
9.3784910000,2062,0xCF,
9.3787795000,2062,0x06,
9.3790290000,2062,0x4F,
9.3792690000,2062,0x44,
9.3794985000,2062,0x17,
9.3798405000,2063,0x00,
9.3801625000,2064,0x3F,
9.3804175000,2064,0xBF,
9.3807075000,2064,0x3F,
9.3809595000,2064,0x3F,
9.3811995000,2064,0x04,
9.3816290000,2064,0x07,
9.3819370000,2065,0x01,
9.3822600000,2066,0x3F,
9.3825155000,2066,0xBF,
9.3828055000,2066,0x3F,
9.3830575000,2066,0x3F,
9.3832975000,2066,0x04,
9.3835255000,2066,0x07,
9.3838660000,2067,0x02,
9.3841895000,2068,0x3F,
9.3844450000,2068,0xBF,
9.3847350000,2068,0x3F,
9.3849870000,2068,0x3F,
9.3852270000,2068,0x04,
9.3854550000,2068,0x07,
9.3857635000,2069,0x03,
9.3861200000,2070,0x3F,
9.3864525000,2070,0xBF,
9.3867425000,2070,0x3F,
9.3869945000,2070,0x3F,
9.3872350000,2070,0x04,
9.3874630000,2070,0x07,
9.3877715000,2071,0x04,
9.3881265000,2072,0x3F,
9.3883815000,2072,0xBF,
9.3886715000,2072,0x3F,
9.3889235000,2072,0x3F,
9.3891635000,2072,0x04,
9.3893910000,2072,0x07,
9.3896865000,2073,0x05,
9.3899100000,2073,0xA0,
9.3901680000,2074,0xFF,
9.3904120000,2075,0xFF,
9.3907015000,2075,0xFF,
9.4885820000,2075,0xFC,
9.4888310000,2075,0xE6,
9.4891535000,2075,0xDA,
9.4894035000,2075,0xFD,
9.4896935000,2075,0x00,
9.4899380000,2075,0x00,
9.4902300000,2075,0xFE,
9.4904840000,2075,0xFD,
9.4907770000,2075,0xE6,
9.4910260000,2075,0x00,
9.4915435000,2075,0x00,
9.4917910000,2075,0x00,
9.4920125000,2075,0x20,
9.4924215000,2076,0x10,
9.4927445000,2077,0x3F,
9.4930000000,2077,0xCF,
9.4932885000,2077,0x06,
9.4935380000,2077,0x4F,
9.4937785000,2077,0x44,
9.4940080000,2077,0x17,
9.4943175000,2078,0x11,
9.4946740000,2079,0x3F,
9.4949290000,2079,0xCF,
9.4952165000,2079,0x06,
9.4954660000,2079,0x4F,
9.4957065000,2079,0x44,
9.4959360000,2079,0x17,
9.4962450000,2080,0x12,
9.4966810000,2081,0x3F,
9.4969360000,2081,0xCF,
9.4972245000,2081,0x06,
9.4974735000,2081,0x4F,
9.4977140000,2081,0x44,
9.4979435000,2081,0x17,
9.4982525000,2082,0x13,
9.4985790000,2083,0x3F,
9.4988345000,2083,0xCF,
9.4991545000,2083,0x06,
9.4994045000,2083,0x4F,
9.4996120000,2083,0x44,
9.4998415000,2083,0x17,
9.5001835000,2084,0x14,
9.5005075000,2085,0x3F,
9.5007630000,2085,0xCF,
9.5010515000,2085,0x06,
9.5015035000,2085,0x4F,
9.5017430000,2085,0x44,
9.5019725000,2085,0x17,
9.5022820000,2086,0x15,
9.5026085000,2087,0x3F,
9.5028635000,2087,0xCF,
9.5031845000,2087,0x06,
9.5034345000,2087,0x4F,
9.5036740000,2087,0x44,
9.5038710000,2087,0x17,
9.5042125000,2088,0x00,
9.5045340000,2089,0x3F,
9.5047890000,2089,0xBF,
9.5050790000,2089,0x3F,
9.5053310000,2089,0x3F,
9.5055715000,2089,0x04,
9.5057990000,2089,0x07,
9.5061080000,2090,0x01,
9.5065425000,2091,0x3F,
9.5067975000,2091,0xBF,
9.5070875000,2091,0x3F,
9.5073395000,2091,0x3F,
9.5075800000,2091,0x04,
9.5078075000,2091,0x07,
9.5081165000,2092,0x02,
9.5084715000,2093,0x3F,
9.5087265000,2093,0xBF,
9.5090165000,2093,0x3F,
9.5092685000,2093,0x3F,
9.5095085000,2093,0x04,
9.5097365000,2093,0x07,
9.5100445000,2094,0x03,
9.5103690000,2095,0x3F,
9.5106240000,2095,0xBF,
9.5109460000,2095,0x3F,
9.5111980000,2095,0x3F,
9.5116065000,2095,0x04,
9.5118335000,2095,0x07,
9.5121425000,2096,0x04,
9.5124980000,2097,0x3F,
9.5127530000,2097,0xBF,
9.5130430000,2097,0x3F,
9.5132950000,2097,0x3F,
9.5135355000,2097,0x04,
9.5137635000,2097,0x07,
9.5140590000,2098,0x05,
9.5142825000,2098,0xA0,
9.5145410000,2099,0xFF,
9.5147855000,2100,0xFF,
9.5150750000,2100,0xFF,
9.6130970000,2100,0xFC,
9.6133460000,2100,0xE6,
9.6136360000,2100,0xDA,
9.6138855000,2100,0xFD,
9.6142090000,2100,0x00,
9.6144530000,2100,0x00,
9.6147460000,2100,0xFE,
9.6149990000,2100,0xFD,
9.6152925000,2100,0xE6,
9.6155410000,2100,0x00,
9.6158260000,2100,0x00,
9.6160730000,2100,0x00,
9.6162945000,2100,0x20,
9.6167825000,2101,0x10,
9.6171060000,2102,0x3F,
9.6173615000,2102,0xCF,
9.6176495000,2102,0x06,
9.6178995000,2102,0x4F,
9.6181395000,2102,0x44,
9.6183690000,2102,0x17,
9.6187110000,2103,0x11,
9.6190355000,2104,0x3F,
9.6192910000,2104,0xCF,
9.6195790000,2104,0x06,
9.6198290000,2104,0x4F,
9.6200690000,2104,0x44,
9.6202985000,2104,0x17,
9.6206080000,2105,0x12,
9.6209325000,2106,0x3F,
9.6212205000,2106,0xCF,
9.6216785000,2106,0x06,
9.6219275000,2106,0x4F,
9.6221680000,2106,0x44,
9.6223975000,2106,0x17,
9.6227390000,2107,0x13,
9.6230655000,2108,0x3F,
9.6233210000,2108,0xCF,
9.6236090000,2108,0x06,
9.6238590000,2108,0x4F,
9.6240990000,2108,0x44,
9.6243285000,2108,0x17,
9.6246380000,2109,0x14,
9.6249945000,2110,0x3F,
9.6252495000,2110,0xCF,
9.6255375000,2110,0x06,
9.6257870000,2110,0x4F,
9.6260275000,2110,0x44,
9.6262570000,2110,0x17,
9.6266460000,2111,0x15,
9.6270045000,2112,0x3F,
9.6272595000,2112,0xCF,
9.6275475000,2112,0x06,
9.6277970000,2112,0x4F,
9.6280370000,2112,0x44,
9.6282660000,2112,0x17,
9.6285755000,2113,0x00,
9.6288965000,2114,0x3F,
9.6291520000,2114,0xBF,
9.6294420000,2114,0x3F,
9.6296940000,2114,0x3F,
9.6299340000,2114,0x04,
9.6301620000,2114,0x07,
9.6305030000,2115,0x01,
9.6308255000,2116,0x3F,
9.6310805000,2116,0xBF,
9.6315720000,2116,0x3F,
9.6318245000,2116,0x3F,
9.6320645000,2116,0x04,
9.6322925000,2116,0x07,
9.6326005000,2117,0x02,
9.6329235000,2118,0x3F,
9.6331785000,2118,0xBF,
9.6335010000,2118,0x3F,
9.6337530000,2118,0x3F,
9.6339610000,2118,0x04,
9.6341890000,2118,0x07,
9.6345300000,2119,0x03,
9.6348545000,2120,0x3F,
9.6351100000,2120,0xBF,
9.6354000000,2120,0x3F,
9.6356520000,2120,0x3F,
9.6358920000,2120,0x04,
9.6361200000,2120,0x07,
9.6365390000,2121,0x04,
9.6368620000,2122,0x3F,
9.6371175000,2122,0xBF,
9.6374075000,2122,0x3F,
9.6376595000,2122,0x3F,
9.6379000000,2122,0x04,
9.6381275000,2122,0x07,
9.6384235000,2123,0x05,
9.6386470000,2123,0xA0,
9.6389055000,2124,0xFF,
9.6391495000,2125,0xFF,
9.6394390000,2125,0xFF,
9.7431420000,2125,0xFC,
9.7433910000,2125,0xE6,
9.7436810000,2125,0xDA,
9.7439305000,2125,0xFD,
9.7442215000,2125,0x00,
9.7444650000,2125,0x00,
9.7447580000,2125,0xFE,
9.7450445000,2125,0xFD,
9.7453375000,2125,0xE6,
9.7455860000,2125,0x00,
9.7458710000,2125,0x00,
9.7461180000,2125,0x00,
9.7463395000,2125,0x20,
9.7468275000,2126,0x10,
9.7471505000,2127,0x3F,
9.7474060000,2127,0xCF,
9.7476945000,2127,0x06,
9.7479440000,2127,0x4F,
9.7481845000,2127,0x44,
9.7484140000,2127,0x17,
9.7487235000,2128,0x11,
9.7490805000,2129,0x3F,
9.7493355000,2129,0xCF,
9.7496240000,2129,0x06,
9.7498735000,2129,0x4F,
9.7501140000,2129,0x44,
9.7503430000,2129,0x17,
9.7506520000,2130,0x12,
9.7509765000,2131,0x3F,
9.7512320000,2131,0xCF,
9.7517220000,2131,0x06,
9.7519715000,2131,0x4F,
9.7522120000,2131,0x44,
9.7524415000,2131,0x17,
9.7527510000,2132,0x13,
9.7531090000,2133,0x3F,
9.7533645000,2133,0xCF,
9.7536530000,2133,0x06,
9.7539020000,2133,0x4F,
9.7541425000,2133,0x44,
9.7543720000,2133,0x17,
9.7546810000,2134,0x14,
9.7550060000,2135,0x3F,
9.7552610000,2135,0xCF,
9.7555815000,2135,0x06,
9.7558310000,2135,0x4F,
9.7560715000,2135,0x44,
9.7562685000,2135,0x17,
9.7566895000,2136,0x15,
9.7570160000,2137,0x3F,
9.7572715000,2137,0xCF,
9.7575915000,2137,0x06,
9.7578415000,2137,0x4F,
9.7580815000,2137,0x44,
9.7582785000,2137,0x17,
9.7586205000,2138,0x00,
9.7589420000,2139,0x3F,
9.7591975000,2139,0xBF,
9.7594875000,2139,0x3F,
9.7597395000,2139,0x3F,
9.7599800000,2139,0x04,
9.7602075000,2139,0x07,
9.7605165000,2140,0x01,
9.7608715000,2141,0x3F,
9.7611265000,2141,0xBF,
9.7614165000,2141,0x3F,
9.7618710000,2141,0x3F,
9.7621105000,2141,0x04,
9.7623380000,2141,0x07,
9.7626460000,2142,0x02,
9.7629695000,2143,0x3F,
9.7632245000,2143,0xBF,
9.7635145000,2143,0x3F,
9.7637665000,2143,0x3F,
9.7640065000,2143,0x04,
9.7642345000,2143,0x07,
9.7645430000,2144,0x03,
9.7649000000,2145,0x3F,
9.7651550000,2145,0xBF,
9.7654445000,2145,0x3F,
9.7656970000,2145,0x3F,
9.7659370000,2145,0x04,
9.7661650000,2145,0x07,
9.7665515000,2146,0x04,
9.7669065000,2147,0x3F,
9.7671620000,2147,0xBF,
9.7674515000,2147,0x3F,
9.7677035000,2147,0x3F,
9.7679440000,2147,0x04,
9.7681720000,2147,0x07,
9.7684675000,2148,0x05,
9.7686910000,2148,0xA0,
9.7689495000,2149,0xFF,
9.7691940000,2150,0xFF,
9.7694830000,2150,0xFF,
9.8421690000,2150,0xFC,
9.8424180000,2150,0xE6,
9.8427080000,2150,0xDA,
9.8429575000,2150,0xFD,
9.8432485000,2150,0x00,
9.8434920000,2150,0x00,
9.8438175000,2150,0xFE,
9.8440710000,2150,0xFD,
9.8443635000,2150,0xE6,
9.8446125000,2150,0x00,
9.8448975000,2150,0x00,
9.8451440000,2150,0x00,
9.8453655000,2150,0x20,
9.8457420000,2151,0x10,
9.8460965000,2152,0x3F,
9.8463520000,2152,0xCF,
9.8467195000,2152,0x06,
9.8469695000,2152,0x4F,
9.8472100000,2152,0x44,
9.8474395000,2152,0x17,
9.8477490000,2153,0x11,
9.8481060000,2154,0x3F,
9.8483605000,2154,0xCF,
9.8486490000,2154,0x06,
9.8488985000,2154,0x4F,
9.8491385000,2154,0x44,
9.8493680000,2154,0x17,
9.8496770000,2155,0x12,
9.8500020000,2156,0x3F,
9.8502575000,2156,0xCF,
9.8505780000,2156,0x06,
9.8508270000,2156,0x4F,
9.8510350000,2156,0x44,
9.8512640000,2156,0x17,
9.8517765000,2157,0x13,
9.8521345000,2158,0x3F,
9.8523895000,2158,0xCF,
9.8526780000,2158,0x06,
9.8529275000,2158,0x4F,
9.8531675000,2158,0x44,
9.8533970000,2158,0x17,
9.8537070000,2159,0x14,
9.8540310000,2160,0x3F,
9.8542865000,2160,0xCF,
9.8546075000,2160,0x06,
9.8548570000,2160,0x4F,
9.8550975000,2160,0x44,
9.8552945000,2160,0x17,
9.8556355000,2161,0x15,
9.8559620000,2162,0x3F,
9.8562170000,2162,0xCF,
9.8565050000,2162,0x06,
9.8568660000,2162,0x4F,
9.8571060000,2162,0x44,
9.8573355000,2162,0x17,
9.8576455000,2163,0x00,
9.8579670000,2164,0x3F,
9.8582220000,2164,0xBF,
9.8585120000,2164,0x3F,
9.8587640000,2164,0x3F,
9.8590045000,2164,0x04,
9.8592325000,2164,0x07,
9.8595410000,2165,0x01,
9.8598960000,2166,0x3F,
9.8601515000,2166,0xBF,
9.8604410000,2166,0x3F,
9.8606930000,2166,0x3F,
9.8609330000,2166,0x04,
9.8611610000,2166,0x07,
9.8614695000,2167,0x02,
9.8619930000,2168,0x3F,
9.8622480000,2168,0xBF,
9.8625380000,2168,0x3F,
9.8627900000,2168,0x3F,
9.8630305000,2168,0x04,
9.8632585000,2168,0x07,
9.8635670000,2169,0x03,
9.8639240000,2170,0x3F,
9.8641795000,2170,0xBF,
9.8644690000,2170,0x3F,
9.8647215000,2170,0x3F,
9.8649615000,2170,0x04,
9.8651895000,2170,0x07,
9.8654980000,2171,0x04,
9.8658210000,2172,0x3F,
9.8661090000,2172,0xBF,
9.8663985000,2172,0x3F,
9.8667290000,2172,0x3F,
9.8669685000,2172,0x04,
9.8671965000,2172,0x07,
9.8674920000,2173,0x05,
9.8677155000,2173,0xA0,
9.8679740000,2174,0xFF,
9.8682185000,2175,0xFF,
9.8685075000,2175,0xFF,
9.9664100000,2175,0xFC,
9.9667380000,2175,0xE6,
9.9670195000,2175,0xDA,
9.9672690000,2175,0xFD,
9.9675515000,2175,0x00,
9.9677955000,2175,0x00,
9.9680805000,2175,0xFE,
9.9683340000,2175,0xFD,
9.9686520000,2175,0xE6,
9.9689005000,2175,0x00,
9.9691775000,2175,0x00,
9.9694245000,2175,0x00,
9.9696460000,2175,0x20,
9.9700225000,2176,0x10,
9.9703370000,2177,0x3F,
9.9705925000,2177,0xCF,
9.9709055000,2177,0x06,
9.9711550000,2177,0x4F,
9.9713950000,2177,0x44,
9.9715920000,2177,0x17,
9.9721360000,2178,0x11,
9.9724525000,2179,0x3F,
9.9727075000,2179,0xCF,
9.9729880000,2179,0x06,
9.9732375000,2179,0x4F,
9.9734775000,2179,0x44,
9.9737070000,2179,0x17,
9.9740170000,2180,0x12,
9.9743330000,2181,0x3F,
9.9745885000,2181,0xCF,
9.9749010000,2181,0x06,
9.9751505000,2181,0x4F,
9.9753580000,2181,0x44,
9.9755870000,2181,0x17,
9.9759295000,2182,0x13,
9.9762470000,2183,0x3F,
9.9765025000,2183,0xCF,
9.9768620000,2183,0x06,
9.9771115000,2183,0x4F,
9.9773515000,2183,0x44,
9.9775810000,2183,0x17,
9.9779230000,2184,0x14,
9.9782390000,2185,0x3F,
9.9784950000,2185,0xCF,
9.9787750000,2185,0x06,
9.9790245000,2185,0x4F,
9.9792650000,2185,0x44,
9.9794945000,2185,0x17,
9.9798040000,2186,0x15,
9.9801215000,2187,0x3F,
9.9804095000,2187,0xCF,
9.9806890000,2187,0x06,
9.9809385000,2187,0x4F,
9.9811785000,2187,0x44,
9.9813760000,2187,0x17,
9.9819205000,2188,0x00,
9.9822335000,2189,0x3F,
9.9824890000,2189,0xBF,
9.9827705000,2189,0x3F,
9.9830230000,2189,0x3F,
9.9832630000,2189,0x04,
9.9834910000,2189,0x07,
9.9837995000,2190,0x01,
9.9841145000,2191,0x3F,
9.9843695000,2191,0xBF,
9.9846835000,2191,0x3F,
9.9849355000,2191,0x3F,
9.9851755000,2191,0x04,
9.9853710000,2191,0x07,
9.9857120000,2192,0x02,
9.9860265000,2193,0x3F,
9.9862820000,2193,0xBF,
9.9865640000,2193,0x3F,
9.9869260000,2193,0x3F,
9.9871335000,2193,0x04,
9.9873615000,2193,0x07,
9.9877025000,2194,0x03,
9.9880190000,2195,0x3F,
9.9882745000,2195,0xBF,
9.9885560000,2195,0x3F,
9.9888085000,2195,0x3F,
9.9890485000,2195,0x04,
9.9892765000,2195,0x07,
9.9895850000,2196,0x04,
9.9899320000,2197,0x3F,
9.9901875000,2197,0xBF,
9.9904690000,2197,0x3F,
9.9907210000,2197,0x3F,
9.9909610000,2197,0x04,
9.9911890000,2197,0x07,
9.9914845000,2198,0x05,
9.9919390000,2198,0xA0,
9.9921975000,2199,0xFF,
9.9924420000,2200,0xFF,
9.9927320000,2200,0xFF,
10.0904785000,2200,0xFC,
10.0907280000,2200,0xE6,
10.0910090000,2200,0xDA,
10.0912585000,2200,0xFD,
10.0915415000,2200,0x00,
10.0920175000,2200,0x00,
10.0923020000,2200,0xFE,
10.0925555000,2200,0xFD,
10.0928405000,2200,0xE6,
10.0930895000,2200,0x00,
10.0933665000,2200,0x00,
10.0936135000,2200,0x00,
10.0938350000,2200,0x20,
10.0942440000,2201,0x10,
10.0945590000,2202,0x3F,
10.0948145000,2202,0xCF,
10.0950945000,2202,0x06,
10.0953445000,2202,0x4F,
10.0955845000,2202,0x44,
10.0958140000,2202,0x17,
10.0961235000,2203,0x11,
10.0964720000,2204,0x3F,
10.0968060000,2204,0xCF,
10.0970860000,2204,0x06,
10.0973360000,2204,0x4F,
10.0975760000,2204,0x44,
10.0978055000,2204,0x17,
10.0981150000,2205,0x12,
10.0984315000,2206,0x3F,
10.0987190000,2206,0xCF,
10.0989990000,2206,0x06,
10.0992480000,2206,0x4F,
10.0994885000,2206,0x44,
10.0996855000,2206,0x17,
10.1000270000,2207,0x13,
10.1003450000,2208,0x3F,
10.1006000000,2208,0xCF,
10.1008800000,2208,0x06,
10.1011300000,2208,0x4F,
10.1013700000,2208,0x44,
10.1015995000,2208,0x17,
10.1021110000,2209,0x14,
10.1024270000,2210,0x3F,
10.1026825000,2210,0xCF,
10.1029945000,2210,0x06,
10.1032445000,2210,0x4F,
10.1034845000,2210,0x44,
10.1036815000,2210,0x17,
10.1040230000,2211,0x15,
10.1043415000,2212,0x3F,
10.1045965000,2212,0xCF,
10.1048770000,2212,0x06,
10.1051265000,2212,0x4F,
10.1053665000,2212,0x44,
10.1055960000,2212,0x17,
10.1059060000,2213,0x00,
10.1062515000,2214,0x3F,
10.1065070000,2214,0xBF,
10.1068675000,2214,0x3F,
10.1071195000,2214,0x3F,
10.1073600000,2214,0x04,
10.1075875000,2214,0x07,
10.1078960000,2215,0x01,
10.1082435000,2216,0x3F,
10.1084985000,2216,0xBF,
10.1087800000,2216,0x3F,
10.1090320000,2216,0x3F,
10.1092720000,2216,0x04,
10.1095005000,2216,0x07,
10.1098090000,2217,0x02,
10.1101240000,2218,0x3F,
10.1103790000,2218,0xBF,
10.1106605000,2218,0x3F,
10.1109125000,2218,0x3F,
10.1111530000,2218,0x04,
10.1113810000,2218,0x07,
10.1116895000,2219,0x03,
10.1122070000,2220,0x3F,
10.1124620000,2220,0xBF,
10.1127765000,2220,0x3F,
10.1130290000,2220,0x3F,
10.1132685000,2220,0x04,
10.1134640000,2220,0x07,
10.1138045000,2221,0x04,
10.1141190000,2222,0x3F,
10.1143740000,2222,0xBF,
10.1146555000,2222,0x3F,
10.1149080000,2222,0x3F,
10.1151480000,2222,0x04,
10.1153760000,2222,0x07,
10.1156715000,2223,0x05,
10.1158950000,2223,0xA0,
10.1161535000,2224,0xFF,
10.1163980000,2225,0xFF,
10.1167975000,2225,0xFF,
10.1822925000,2225,0xFC,
10.1825420000,2225,0xE6,
10.1828235000,2225,0xDA,
10.1830730000,2225,0xFD,
10.1833560000,2225,0x00,
10.1835995000,2225,0x00,
10.1838845000,2225,0xFE,
10.1841385000,2225,0xFD,
10.1844555000,2225,0xE6,
10.1847045000,2225,0x00,
10.1849815000,2225,0x00,
10.1852285000,2225,0x00,
10.1854500000,2225,0x20,
10.1858265000,2226,0x10,
10.1861415000,2227,0x3F,
10.1863970000,2227,0xCF,
10.1867090000,2227,0x06,
10.1870375000,2227,0x4F,
10.1872775000,2227,0x44,
10.1875070000,2227,0x17,
10.1878160000,2228,0x11,
10.1881330000,2229,0x3F,
10.1883880000,2229,0xCF,
10.1886685000,2229,0x06,
10.1889180000,2229,0x4F,
10.1891585000,2229,0x44,
10.1893880000,2229,0x17,
10.1897295000,2230,0x12,
10.1900455000,2231,0x3F,
10.1903005000,2231,0xCF,
10.1905810000,2231,0x06,
10.1908305000,2231,0x4F,
10.1910705000,2231,0x44,
10.1913000000,2231,0x17,
10.1916100000,2232,0x13,
10.1921615000,2233,0x3F,
10.1924165000,2233,0xCF,
10.1927290000,2233,0x06,
10.1929785000,2233,0x4F,
10.1932185000,2233,0x44,
10.1934155000,2233,0x17,
10.1937570000,2234,0x14,
10.1940735000,2235,0x3F,
10.1943290000,2235,0xCF,
10.1946090000,2235,0x06,
10.1948590000,2235,0x4F,
10.1950990000,2235,0x44,
10.1953285000,2235,0x17,
10.1956380000,2236,0x15,
10.1959880000,2237,0x3F,
10.1962430000,2237,0xCF,
10.1965225000,2237,0x06,
10.1968515000,2237,0x4F,
10.1970915000,2237,0x44,
10.1973210000,2237,0x17,
10.1976310000,2238,0x00,
10.1979765000,2239,0x3F,
10.1982320000,2239,0xBF,
10.1985135000,2239,0x3F,
10.1987655000,2239,0x3F,
