0|67|{"nozzle":0,"vol":3350,"unit":30000,"total":100500,"ts":1778521843}
0|67|{"nozzle":0,"vol":3350,"unit":30000,"total":100500,"ts":1778522004}
0|67|{"nozzle":0,"vol":5200,"unit":30000,"total":156000,"ts":1778522778}
